"STATISTIC Label","Year","Type of Cattle","Region and County","UNIT","VALUE"
"Number of Cattle in June","2015","Cattle male: 1-2 years","Longford","000 Head","13.6"
"Number of Cattle in June","2015","Cattle male: 1-2 years","Offaly","000 Head","32.7"
"Number of Cattle in June","2015","Cattle male: 1-2 years","Westmeath","000 Head","24.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","State","000 Head","915.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Northern and Western","000 Head","220.1"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Border","000 Head","101.6"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Leitrim","000 Head","6.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Sligo","000 Head","13.7"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Cavan","000 Head","29.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Donegal","000 Head","22.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Monaghan","000 Head","29"
"Number of Cattle in June","2015","Cattle female: 1-2 years","West","000 Head","118.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Galway","000 Head","56.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Mayo","000 Head","34.6"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Roscommon","000 Head","27.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Southern","000 Head","484.3"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Mid-West","000 Head","167.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Clare","000 Head","30.7"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Limerick","000 Head","50.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Tipperary","000 Head","86.4"
"Number of Cattle in June","2015","Cattle female: 1-2 years","South-East","000 Head","135.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Carlow","000 Head","14.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Kilkenny","000 Head","46.1"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Wexford","000 Head","40.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Waterford","000 Head","34.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","South-West","000 Head","181.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Cork","000 Head","140"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Kerry","000 Head","41.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Eastern and Midland","000 Head","211.1"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Dublin","000 Head","3.5"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Dublin and Mid-East","000 Head","95.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Kildare","000 Head","19"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Louth","000 Head","12.6"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Meath","000 Head","43.4"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Wicklow","000 Head","16.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Midland","000 Head","115.9"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Laois","000 Head","31.8"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Longford","000 Head","14.6"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Offaly","000 Head","37.2"
"Number of Cattle in June","2015","Cattle female: 1-2 years","Westmeath","000 Head","32.2"
"Number of Cattle in June","2015","Cattle: under 1 year","State","000 Head","2042.2"
"Number of Cattle in June","2015","Cattle: under 1 year","Northern and Western","000 Head","527.7"
"Number of Cattle in June","2015","Cattle: under 1 year","Border","000 Head","243"
"Number of Cattle in June","2015","Cattle: under 1 year","Leitrim","000 Head","22"
"Number of Cattle in June","2015","Cattle: under 1 year","Sligo","000 Head","35.6"
"Number of Cattle in June","2015","Cattle: under 1 year","Cavan","000 Head","68"
"Number of Cattle in June","2015","Cattle: under 1 year","Donegal","000 Head","58.1"
"Number of Cattle in June","2015","Cattle: under 1 year","Monaghan","000 Head","59.4"
"Number of Cattle in June","2015","Cattle: under 1 year","West","000 Head","284.7"
"Number of Cattle in June","2015","Cattle: under 1 year","Galway","000 Head","134.5"
"Number of Cattle in June","2015","Cattle: under 1 year","Mayo","000 Head","87.2"
"Number of Cattle in June","2015","Cattle: under 1 year","Roscommon","000 Head","63.1"
"Number of Cattle in June","2015","Cattle: under 1 year","Southern","000 Head","1096.3"
"Number of Cattle in June","2015","Cattle: under 1 year","Mid-West","000 Head","402.8"
"Number of Cattle in June","2015","Cattle: under 1 year","Clare","000 Head","89.6"
"Number of Cattle in June","2015","Cattle: under 1 year","Limerick","000 Head","117"
"Number of Cattle in June","2015","Cattle: under 1 year","Tipperary","000 Head","196.2"
"Number of Cattle in June","2015","Cattle: under 1 year","South-East","000 Head","292.9"
"Number of Cattle in June","2015","Cattle: under 1 year","Carlow","000 Head","30.8"
"Number of Cattle in June","2015","Cattle: under 1 year","Kilkenny","000 Head","103.7"
"Number of Cattle in June","2015","Cattle: under 1 year","Wexford","000 Head","83.8"
"Number of Cattle in June","2015","Cattle: under 1 year","Waterford","000 Head","74.6"
"Number of Cattle in June","2015","Cattle: under 1 year","South-West","000 Head","400.6"
"Number of Cattle in June","2015","Cattle: under 1 year","Cork","000 Head","300.2"
"Number of Cattle in June","2015","Cattle: under 1 year","Kerry","000 Head","100.4"
"Number of Cattle in June","2015","Cattle: under 1 year","Eastern and Midland","000 Head","418.3"
"Number of Cattle in June","2015","Cattle: under 1 year","Dublin","000 Head","6"
"Number of Cattle in June","2015","Cattle: under 1 year","Dublin and Mid-East","000 Head","182.4"
"Number of Cattle in June","2015","Cattle: under 1 year","Kildare","000 Head","36.2"
"Number of Cattle in June","2015","Cattle: under 1 year","Louth","000 Head","22.5"
"Number of Cattle in June","2015","Cattle: under 1 year","Meath","000 Head","79.3"
"Number of Cattle in June","2015","Cattle: under 1 year","Wicklow","000 Head","38.4"
"Number of Cattle in June","2015","Cattle: under 1 year","Midland","000 Head","235.8"
"Number of Cattle in June","2015","Cattle: under 1 year","Laois","000 Head","71.8"
"Number of Cattle in June","2015","Cattle: under 1 year","Longford","000 Head","32.5"
"Number of Cattle in June","2015","Cattle: under 1 year","Offaly","000 Head","69.6"
"Number of Cattle in June","2015","Cattle: under 1 year","Westmeath","000 Head","62"
"Number of Cattle in June","2015","Cattle male: under 1 year","State","000 Head","994.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Northern and Western","000 Head","260.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Border","000 Head","118.8"
"Number of Cattle in June","2015","Cattle male: under 1 year","Leitrim","000 Head","10.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Sligo","000 Head","17.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Cavan","000 Head","31.8"
"Number of Cattle in June","2015","Cattle male: under 1 year","Donegal","000 Head","30.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Monaghan","000 Head","28.2"
"Number of Cattle in June","2015","Cattle male: under 1 year","West","000 Head","141.8"
"Number of Cattle in June","2015","Cattle male: under 1 year","Galway","000 Head","67.2"
"Number of Cattle in June","2015","Cattle male: under 1 year","Mayo","000 Head","42.9"
"Number of Cattle in June","2015","Cattle male: under 1 year","Roscommon","000 Head","31.7"
"Number of Cattle in June","2015","Cattle male: under 1 year","Southern","000 Head","525.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Mid-West","000 Head","202.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Clare","000 Head","44.7"
"Number of Cattle in June","2015","Cattle male: under 1 year","Limerick","000 Head","57.1"
"Number of Cattle in June","2015","Cattle male: under 1 year","Tipperary","000 Head","100.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","South-East","000 Head","143.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Carlow","000 Head","15.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Kilkenny","000 Head","53"
"Number of Cattle in June","2015","Cattle male: under 1 year","Wexford","000 Head","40.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Waterford","000 Head","34.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","South-West","000 Head","179.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Cork","000 Head","134.9"
"Number of Cattle in June","2015","Cattle male: under 1 year","Kerry","000 Head","44.5"
"Number of Cattle in June","2015","Cattle male: under 1 year","Eastern and Midland","000 Head","208.5"
"Number of Cattle in June","2015","Cattle male: under 1 year","Dublin","000 Head","3"
"Number of Cattle in June","2015","Cattle male: under 1 year","Dublin and Mid-East","000 Head","88.4"
"Number of Cattle in June","2015","Cattle male: under 1 year","Kildare","000 Head","18.8"
"Number of Cattle in June","2015","Cattle male: under 1 year","Louth","000 Head","10.2"
"Number of Cattle in June","2015","Cattle male: under 1 year","Meath","000 Head","38"
"Number of Cattle in June","2015","Cattle male: under 1 year","Wicklow","000 Head","18.3"
"Number of Cattle in June","2015","Cattle male: under 1 year","Midland","000 Head","120.1"
"Number of Cattle in June","2015","Cattle male: under 1 year","Laois","000 Head","38.3"
"Number of Cattle in June","2015","Cattle male: under 1 year","Longford","000 Head","16.3"
"Number of Cattle in June","2015","Cattle male: under 1 year","Offaly","000 Head","35.6"
"Number of Cattle in June","2015","Cattle male: under 1 year","Westmeath","000 Head","29.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","State","000 Head","1047.8"
"Number of Cattle in June","2015","Cattle female: under 1 year","Northern and Western","000 Head","267.1"
"Number of Cattle in June","2015","Cattle female: under 1 year","Border","000 Head","124.2"
"Number of Cattle in June","2015","Cattle female: under 1 year","Leitrim","000 Head","11.4"
"Number of Cattle in June","2015","Cattle female: under 1 year","Sligo","000 Head","18"
"Number of Cattle in June","2015","Cattle female: under 1 year","Cavan","000 Head","36.2"
"Number of Cattle in June","2015","Cattle female: under 1 year","Donegal","000 Head","27.5"
"Number of Cattle in June","2015","Cattle female: under 1 year","Monaghan","000 Head","31.1"
"Number of Cattle in June","2015","Cattle female: under 1 year","West","000 Head","142.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Galway","000 Head","67.3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Mayo","000 Head","44.2"
"Number of Cattle in June","2015","Cattle female: under 1 year","Roscommon","000 Head","31.4"
"Number of Cattle in June","2015","Cattle female: under 1 year","Southern","000 Head","570.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Mid-West","000 Head","200.4"
"Number of Cattle in June","2015","Cattle female: under 1 year","Clare","000 Head","44.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Limerick","000 Head","59.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Tipperary","000 Head","95.6"
"Number of Cattle in June","2015","Cattle female: under 1 year","South-East","000 Head","149.3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Carlow","000 Head","15.2"
"Number of Cattle in June","2015","Cattle female: under 1 year","Kilkenny","000 Head","50.6"
"Number of Cattle in June","2015","Cattle female: under 1 year","Wexford","000 Head","43.5"
"Number of Cattle in June","2015","Cattle female: under 1 year","Waterford","000 Head","40"
"Number of Cattle in June","2015","Cattle female: under 1 year","South-West","000 Head","221.2"
"Number of Cattle in June","2015","Cattle female: under 1 year","Cork","000 Head","165.3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Kerry","000 Head","55.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Eastern and Midland","000 Head","209.8"
"Number of Cattle in June","2015","Cattle female: under 1 year","Dublin","000 Head","3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Dublin and Mid-East","000 Head","94.1"
"Number of Cattle in June","2015","Cattle female: under 1 year","Kildare","000 Head","17.3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Louth","000 Head","12.4"
"Number of Cattle in June","2015","Cattle female: under 1 year","Meath","000 Head","41.3"
"Number of Cattle in June","2015","Cattle female: under 1 year","Wicklow","000 Head","20.1"
"Number of Cattle in June","2015","Cattle female: under 1 year","Midland","000 Head","115.7"
"Number of Cattle in June","2015","Cattle female: under 1 year","Laois","000 Head","33.5"
"Number of Cattle in June","2015","Cattle female: under 1 year","Longford","000 Head","16.1"
"Number of Cattle in June","2015","Cattle female: under 1 year","Offaly","000 Head","33.9"
"Number of Cattle in June","2015","Cattle female: under 1 year","Westmeath","000 Head","32.1"
"Number of Cattle in June","2015","Total cattle: male","State","000 Head","2244.2"
"Number of Cattle in June","2015","Total cattle: male","Northern and Western","000 Head","546.5"
"Number of Cattle in June","2015","Total cattle: male","Border","000 Head","240.5"
"Number of Cattle in June","2015","Total cattle: male","Leitrim","000 Head","15.5"
"Number of Cattle in June","2015","Total cattle: male","Sligo","000 Head","33.7"
"Number of Cattle in June","2015","Total cattle: male","Cavan","000 Head","62.1"
"Number of Cattle in June","2015","Total cattle: male","Donegal","000 Head","64.1"
"Number of Cattle in June","2015","Total cattle: male","Monaghan","000 Head","65.1"
"Number of Cattle in June","2015","Total cattle: male","West","000 Head","306"
